# Input: ./data/youtube_ultra_sparse.txt
# Nodes: 21492    Edges: 134712
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.439420
# Communities: 73
# NId	CommunityId
3929	0
62874	0
3682	0
14850	0
9076	0
15340	0
15534	0
3911	0
14313	0
14044	0
4125	0
14007	0
16388	0
101188	0
8691	0
10074	0
137266	0
9378	0
13984	0
665900	0
14899	0
183543	0
16331	0
820	0
13321	0
14664	0
1053	0
7607	0
1071	0
1029	0
656634	0
12375	0
11978	0
1069	0
1584	0
22374	0
15216	0
5206	0
9179	0
16931	0
8810	0
16347	0
12580	0
2925	0
17153	0
21990	0
15679	0
9940	0
7855	0
918	0
1190	0
12141	0
13957	0
489	0
357	0
2828	0
15647	0
228	0
1586	0
7669	0
12414	0
255	0
466	0
1079	0
7800	0
289	0
14093	0
81758	0
7715	0
6975	0
462	0
16532	0
16534	0
188	0
19573	0
1177	0
13468	0
234	0
13327	0
6560	0
14786	0
13136	0
666204	0
9441	0
8920	0
7488	0
13845	0
13658	0
15504	0
7276	0
13442	0
14717	0
15978	0
17110	0
8076	0
13784	0
8891	0
4407	0
8393	0
65291	0
17106	0
15628	0
16344	0
16745	0
15224	0
14505	0
12730	0
1441	0
42139	0
153827	0
9450	0
586678	0
23140	0
2079	0
8720	0
669695	0
664887	0
12355	0
14912	0
16660	0
525	0
2033	0
15834	0
16890	0
5435	0
1926	0
9212	0
15336	0
14460	0
12286	0
13979	0
13053	0
13128	0
8885	0
13188	0
73022	0
70691	0
8218	0
1455	0
15262	0
3168	0
3185	0
3221	0
667367	0
5691	0
5202	0
14645	0
665777	0
5811	0
15170	0
5962	0
6270	0
3195	0
5573	0
5873	0
16031	0
11748	0
90637	0
6226	0
3206	0
185065	0
6017	0
6010	0
6045	0
17120	0
13504	0
7752	0
6129	0
2101	0
6311	0
655585	0
12792	0
15896	0
16379	0
12916	0
15884	0
6652	0
7947	0
15388	0
35809	0
13763	0
1317	0
15929	0
8925	0
14018	0
17144	0
9901	0
13837	0
15326	0
1934	0
425	0
15814	0
454	0
12343	0
8840	0
667102	0
13939	0
1012	0
423	0
187	0
1581	0
13992	0
15680	0
6467	0
16599	0
71268	0
12249	0
39782	0
122127	0
15152	0
21966	0
5161	0
13887	0
138862	0
14725	0
9078	0
15329	0
1734	0
168801	0
13364	0
1384	0
16946	0
16516	0
15311	0
12573	0
13166	0
86582	0
1668	0
365517	0
7293	0
9170	0
15179	0
13923	0
17073	0
36314	0
15243	0
9143	0
16970	0
224665	0
15141	0
12886	0
331	0
1488	0
10362	0
11707	0
6745	0
10867	0
7720	0
1755	0
9068	0
2234	0
11553	0
622420	0
180	0
6755	0
11485	0
1529	0
10946	0
1601	0
6236	0
305	0
6933	0
14256	0
81688	0
1531	0
2090	0
5838	0
9469	0
10669	0
10606	0
15290	0
5442	0
27775	0
9234	0
10061	0
10985	0
5452	0
11268	0
8774	0
12024	0
336	0
11281	0
10306	0
482	0
8523	0
666915	0
2238	0
168	0
828	0
1364	0
656114	0
5418	0
891	0
16435	0
21628	0
11415	0
1314	0
392	0
8147	0
1916	0
10171	0
10832	0
10243	0
81888	0
11335	0
14372	0
10925	0
5078	0
8871	0
10126	0
8168	0
13699	0
1643	0
1594	0
5463	0
118779	0
11404	0
8078	0
1918	0
7769	0
16088	0
11623	0
10955	0
7811	0
10416	0
11523	0
1335	0
11510	0
796	0
10405	0
12214	0
668371	0
16934	0
14813	0
14544	0
13515	0
14133	0
14542	0
9287	0
43764	0
124348	0
15905	0
1650	0
16462	0
46219	0
7995	0
674778	0
14270	0
16941	0
16301	0
655495	0
5115	0
11304	0
663672	0
8816	0
5133	0
26669	0
675438	0
14292	0
12020	0
7832	0
26215	0
14796	0
642336	0
4901	0
193	0
4865	0
403	0
9162	0
13415	0
2869	0
4784	0
15435	0
4733	0
4751	0
4730	0
1711	0
4853	0
4775	0
4868	0
4789	0
2255	0
4867	0
409	0
4799	0
906	0
2847	0
315	0
664753	0
4974	0
4837	0
4175	0
10237	0
7753	0
4973	0
4816	0
4769	0
6903	0
4975	0
4779	0
397	0
4806	0
15130	0
330464	0
8935	0
8443	0
6780	0
15598	0
15366	0
14087	0
13575	0
13013	0
15627	0
231159	0
1523	0
669997	0
7982	0
650924	0
15637	0
1355	0
13899	0
15155	0
12294	0
16990	0
12893	0
217	0
10040	0
2816	0
157515	0
4766	0
7791	0
15394	0
4758	0
11365	0
2848	0
11089	0
209	0
10367	0
10599	0
6811	0
5448	0
16733	0
1500	0
202	0
1742	0
461	0
9357	0
665565	0
8634	0
5467	0
1495	0
657488	0
963	0
9437	0
10037	0
14924	0
1451	0
14949	0
11715	0
65443	0
13488	0
6564	0
7994	0
13941	0
131785	0
5914	0
5915	0
15948	0
13780	0
17203	0
8850	0
14846	0
14751	0
13894	0
1662	0
990	0
982	0
9553	0
9509	0
7073	0
6332	0
1539	0
4178	0
4731	0
1051797	0
25678	0
29544	0
283015	0
484656	0
214800	0
29523	0
23081	0
23837	0
664764	0
295269	0
664749	0
22804	0
9570	0
2904	0
3814	0
816	0
21617	0
205509	0
1038975	0
663647	0
664629	0
664618	0
664760	0
664754	0
664407	0
8182	0
17791	0
664411	0
172930	0
21641	0
664746	0
390	0
58007	0
3854	0
9052	0
8509	0
9207	0
21935	0
664455	0
2838	0
438828	0
664772	0
6216	0
662617	0
665485	0
8170	0
36756	0
159	0
83847	0
9498	0
98121	0
9949	0
35314	0
23270	0
3745	0
23108	0
22670	0
24852	0
1290	0
23098	0
664438	0
4373	0
3605	0
5878	0
4255	0
4728	0
35433	0
35451	0
7006	0
25792	0
21383	0
4959	0
35561	0
23001	0
4194	0
21661	0
23095	0
35493	0
3882	0
35474	0
35584	0
4876	0
8377	0
23137	0
35511	0
8564	0
17216	0
35419	0
35384	0
35383	0
1064079	0
35464	0
17373	0
17393	0
1059901	0
17357	0
17415	0
17332	0
165831	0
22049	0
531	0
5341	0
17397	0
664808	0
17387	0
17403	0
4866	0
4765	0
214	0
8155	0
27423	0
17381	0
1931	0
127543	0
193931	0
670254	0
19075	0
172341	0
1768	0
23573	0
301525	0
3603	0
655519	0
1100	0
17865	0
8541	0
10852	0
11372	0
164816	0
124546	0
281566	0
8729	0
9243	0
4039	0
7644	0
19194	0
1938	0
905732	0
19380	0
32554	0
4281	0
2096	0
19134	0
1764	0
18987	0
19833	0
2127	0
645203	0
6322	0
19382	0
10550	0
2826	0
19147	0
19009	0
667812	0
19723	0
6005	0
19493	0
752917	0
19649	0
19187	0
19410	0
673012	0
19387	0
8011	0
1716	0
19372	0
10157	0
19755	0
19360	0
23660	0
42958	0
19145	0
19590	0
1098096	0
10053	0
19661	0
11295	0
727850	0
19725	0
143	0
19568	0
1028734	0
166866	0
19266	0
500	0
19271	0
19763	0
22366	0
23851	0
91114	0
81982	0
27005	0
74406	0
24027	0
21503	0
45029	0
45869	0
79834	0
339303	0
26922	0
1221	0
26724	0
24085	0
101669	0
17441	0
79903	0
86357	0
72203	0
36702	0
478566	0
27211	0
25414	0
21937	0
57072	0
25153	0
103527	0
26937	0
22162	0
25230	0
24701	0
197577	0
24478	0
40016	0
49580	0
78965	0
26415	0
23894	0
24065	0
27219	0
27036	0
25076	0
4294	0
667887	0
98865	0
25257	0
27193	0
49790	0
79705	0
26354	0
4273	0
22346	0
98596	0
24348	0
185312	0
76966	0
26979	0
57232	0
19082	0
24154	0
19736	0
98459	0
107849	0
5243	0
79237	0
5182	0
264461	0
24305	0
24055	0
39552	0
666542	0
25716	0
7406	0
6931	0
27234	0
59860	0
6820	0
79318	0
24062	0
69053	0
185715	0
7278	0
2120	0
53415	0
9012	0
60216	0
24556	0
23707	0
924	0
25128	0
37388	0
87962	0
22225	0
99935	0
23908	0
24611	0
25139	0
42309	0
2030	0
44005	0
24504	0
4228	0
8572	0
26751	0
25553	0
27660	0
25742	0
98476	0
7635	0
79709	0
26111	0
2119	0
3047	0
103558	0
23642	0
25575	0
1419	0
24057	0
26782	0
25631	0
49931	0
24457	0
23956	0
24817	0
5701	0
9422	0
47462	0
54404	0
22893	0
574038	0
17248	0
24321	0
27751	0
1508	0
45006	0
230622	0
5571	0
38129	0
82214	0
23992	0
202177	0
1505	0
24491	0
27105	0
24586	0
25508	0
8942	0
24515	0
23376	0
25306	0
24017	0
24732	0
24724	0
6443	0
24099	0
26988	0
2032	0
7495	0
19985	0
35757	0
15196	0
44600	0
1997	0
5735	0
6318	0
251219	0
17795	0
27950	0
49890	0
25473	0
76671	0
58420	0
315847	0
22191	0
27054	0
24516	0
217324	0
21785	0
8217	0
226917	0
25592	0
56740	0
25650	0
25167	0
22415	0
24164	0
77107	0
4364	0
576232	0
240883	0
77330	0
25525	0
27189	0
71198	0
33466	0
11006	0
28557	0
24692	0
6726	0
10679	0
38443	0
24733	0
655471	0
798	0
27986	0
88507	0
11024	0
10932	0
24600	0
79253	0
19814	0
7560	0
1340	0
24687	0
24666	0
24546	0
23954	0
27144	0
48482	0
21958	0
24483	0
39199	0
38413	0
3734	0
4260	0
86296	0
25379	0
96984	0
22706	0
4064	0
8686	0
4066	0
58305	0
60956	0
79196	0
62433	0
24373	0
1540	0
32177	0
70440	0
6781	0
741	0
5464	0
10700	0
19944	0
22271	0
38422	0
226568	0
53869	0
25731	0
118301	0
82124	0
24991	0
17846	0
4082	0
82099	0
4892	0
150696	0
7575	0
21605	0
4189	0
5797	0
3607	0
26842	0
4051	0
28716	0
4103	0
4238	0
4222	0
65809	0
24227	0
1732	0
27973	0
24110	0
8936	0
21696	0
82154	0
11356	0
5696	0
655490	0
6285	0
8424	0
8143	0
21698	0
25812	0
27158	0
24548	0
4951	0
21694	0
4230	0
598096	0
264171	0
15156	0
3686	0
2115	0
60539	0
4791	0
6779	0
5238	0
26168	0
9853	0
9352	0
73201	0
25216	0
7327	0
5994	0
21850	0
24162	0
317	0
4725	0
22434	0
22682	0
79746	0
8923	0
8749	0
104057	0
5903	0
54528	0
17253	0
1382	0
23979	0
26990	0
231676	0
29924	0
11290	0
22946	0
43613	0
24418	0
24414	0
82838	0
81681	0
25536	0
6996	0
61492	0
29642	0
24691	0
23188	0
27035	0
329	0
915	0
8643	0
933	0
23321	0
650936	0
24605	0
22167	0
24406	0
65656	0
96699	0
5618	0
25398	0
14353	0
22960	0
25160	0
17875	0
23859	0
207314	0
2899	0
22388	0
11687	0
10363	0
24767	0
8455	0
318	0
52346	0
118330	0
1968	0
27611	0
52312	0
26351	0
1312	0
23419	0
1111	0
31687	0
50994	0
4736	0
24049	0
184301	0
25938	0
8428	0
4987	0
94671	0
8562	0
9962	0
37343	0
26888	0
24589	0
1613	0
40996	0
672444	0
42963	0
4886	0
9384	0
28515	0
24465	0
23497	0
4943	0
669453	0
4988	0
5514	0
5588	0
5840	0
11988	0
51811	0
24047	0
5087	0
23499	0
5757	0
10419	0
4140	0
4720	0
49809	0
6537	0
22386	0
11012	0
663683	0
9005	0
25846	0
642382	0
267	0
4856	0
2000	0
26708	0
4920	0
10622	0
18880	0
83378	0
9237	0
10067	0
27422	0
25180	0
5585	0
26407	0
85494	0
142834	0
5049	0
24404	0
1496	0
21672	0
27204	0
664906	0
27110	0
25170	0
22373	0
3188	0
26080	0
28715	0
19426	0
35472	0
3903	0
26381	0
9124	0
8427	0
23031	0
26521	0
22150	0
9039	0
200395	0
24276	0
25500	0
29773	0
6041	0
22028	0
26544	0
23506	0
23754	0
8230	0
150499	0
7943	0
26486	0
78780	0
24896	0
25703	0
3790	0
21508	0
23194	0
25787	0
24966	0
26074	0
25334	0
24762	0
8121	0
24417	0
7517	0
647187	0
25776	0
27890	0
25561	0
84188	0
24810	0
25906	0
26851	0
23074	0
25925	0
25838	0
907	0
25874	0
24053	0
66437	0
25045	0
35589	0
665055	0
24494	0
26777	0
11652	0
23832	0
25883	0
17816	0
47575	0
63117	0
19822	0
1016	0
7804	0
8904	0
35519	0
24149	0
4483	0
9881	0
8482	0
22989	0
37191	0
4631	0
22423	0
37379	0
32772	0
82722	0
8054	0
29557	0
23683	0
23113	0
79244	0
26163	0
26848	0
25168	0
35753	0
22971	0
29700	0
9056	0
8724	0
667478	0
34921	0
70353	0
43782	0
38900	0
52372	0
26753	0
8515	0
42554	0
26601	0
41049	0
3785	0
835449	0
18942	0
23655	0
25595	0
26301	0
25963	0
27248	0
8118	0
26337	0
11192	0
25049	0
28989	0
27111	0
27247	0
25844	0
859	0
26974	0
54211	0
28853	0
6137	0
26426	0
6158	0
60565	0
25920	0
40157	0
31365	0
5953	0
86901	0
35815	0
21590	0
1936	0
4197	0
4216	0
49801	0
3233	0
5491	0
11274	0
8725	0
22830	0
43708	0
10224	0
138964	0
23689	0
22752	0
4295	0
40749	0
3939	0
5669	0
7371	0
24844	0
28031	0
23083	0
22919	0
26667	0
22906	0
22772	0
12016	0
21431	0
57888	0
22365	0
63092	0
156860	0
117654	0
132057	0
23112	0
22953	0
25409	0
7921	0
42471	0
8710	0
26743	0
23786	0
25158	0
22418	0
4906	0
25043	0
6604	0
26243	0
6561	0
24213	0
30921	0
1412	0
25734	0
123486	0
23189	0
4835	0
21402	0
46460	0
6036	0
175184	0
21964	0
8277	0
50614	0
23057	0
22321	0
8027	0
166641	0
19198	0
26647	0
9306	0
134996	0
155994	0
21884	0
4142	0
24996	0
131402	0
8249	0
22905	0
24771	0
8104	0
24979	0
26259	0
17620	0
60993	0
26262	0
122846	0
96706	0
60901	0
101698	0
26353	0
175687	0
26317	0
25770	0
8229	0
21738	0
27208	0
127234	0
8215	0
132623	0
24776	0
27946	0
117596	0
18881	0
40331	0
23867	0
139519	0
23889	0
34031	0
37234	0
23870	0
150583	0
87291	0
26482	0
25856	0
26640	0
24174	0
67935	0
22977	0
9342	0
24313	0
3870	0
23045	0
118708	0
158652	0
39447	0
42771	0
33671	0
30918	0
24840	0
130379	0
101666	0
26218	0
651118	0
7816	0
23721	0
26366	0
23128	0
22818	0
8782	0
23277	0
26483	0
43038	0
7145	0
814	0
5028	0
23503	0
9412	0
125070	0
26436	0
23109	0
8253	0
132680	0
26663	0
7246	0
23046	0
23273	0
7919	0
25005	0
19715	0
26196	0
122854	0
24804	0
23507	0
655531	0
5988	0
39161	0
25788	0
8348	0
25912	0
25946	0
2027	0
24988	0
25031	0
7736	0
23797	0
8123	0
125827	0
27638	0
17685	0
27653	0
27656	0
27650	0
27645	0
9434	0
943	0
21768	0
27633	0
22761	0
670622	0
1078	0
665384	0
3006	0
59559	0
656542	0
666798	0
6922	0
686204	0
665009	0
8365	0
666526	0
28577	0
667417	0
52307	0
930	0
17230	0
667508	0
667916	0
951	0
697134	0
23354	0
727700	0
17229	0
665383	0
1623	0
186384	0
21655	0
666887	0
22749	0
668733	0
667412	0
906304	0
664474	0
103740	0
667499	0
35807	0
6342	0
17739	0
665078	0
43819	0
99679	0
666186	0
385	0
7926	0
11779	0
920	0
397683	0
667263	0
667495	0
664532	0
1137150	0
655515	0
667490	0
1059739	0
125738	0
7759	0
327061	0
667434	0
27340	0
51939	0
27823	0
35394	0
51946	0
1014826	0
667400	0
667402	0
667674	0
667411	0
709370	0
664444	0
667548	0
1026123	0
664794	0
515	0
672661	0
452	0
24021	0
1026809	0
7818	0
668998	0
74786	0
2250	0
667489	0
667437	0
669965	0
666939	0
1091825	0
326700	0
669377	0
9950	0
7167	0
23274	0
9041	0
5533	0
9383	0
8924	0
9377	0
4773	0
22792	0
9156	0
4794	0
4782	0
1037790	0
22805	0
6893	0
7958	0
22942	0
3178	0
131307	0
23014	0
23012	0
666208	0
23010	0
3234	0
3992	0
23133	0
17881	0
44428	0
1922	0
22990	0
655940	0
17211	0
22653	0
22686	0
23070	0
1080932	0
22853	0
7928	0
5306	0
44586	0
22729	0
276775	0
22712	0
22691	0
23017	0
22731	0
2917	0
99751	0
8450	0
43967	0
9741	0
7927	0
166278	0
619063	0
90213	0
279178	0
1045092	0
