,degree,closeness,betweenness,eigen,pagerank,clustering
959,0.012651110486364914,0.2348802343170354,0.00016446393864505738,0.01891131121541123,0.0005157729567889809,0.1282820705176294
994,0.010964295754849591,0.19442239491314411,0.00013057960163348912,0.0011418001688937303,0.00013485359193883613,0.11461461461461461
1131,0.004779308405960078,0.2062888181619424,0.0,0.002346340207644249,0.00018425366268540156,0.08021390374331551
3755,0.017008715209446162,0.25788882083963066,0.0,0.03133201443956258,0.001064328972994103,0.055303030303030305
8282,0.0015462468372223785,0.17494521061044896,0.0,0.00016410391498488815,7.55314521027557e-05,0.19090909090909092
8284,0.0014056789429294349,0.19430038983043302,0.0,0.0011227448004996702,0.00016424524204940803,0.17777777777777778
4,0.004076468934495361,0.0,0.0,1.6035697505115786e-27,5.0487823458630175e-05,0.13669950738916256
10,0.014197357323587293,0.17745911940519962,0.000683541968927504,0.00026202277839831384,0.0004213996615598799,0.08746038034865293
38,0.003935901040202418,0.2142445876204903,6.668692344650273e-05,0.0025220316013941056,0.00016519399800671061,0.20822281167108753
56,0.024318245712679223,0.25131790315226454,0.002295473350764129,0.02323467559117081,0.000916041669228302,0.05876420359039871
130,0.0046387405116671354,0.17569103343312037,1.2540242834584426e-05,0.0002595739125840755,9.571900499208367e-05,0.1865530303030303
140,0.007309530503233061,0.17617954707525968,0.0001350269332532039,0.00025717800776606405,0.00017782545502729766,0.10649546827794562
147,0.010261456283384875,0.17614634167600884,0.0002140920756148428,0.0002609856070583588,0.00014192049378810773,0.06813856109630757
151,0.015603036266516728,0.18575671102558683,0.00035810199048214177,0.0006522179271980771,0.00030297174644720306,0.06351417800360597
232,0.006325555243182457,0.19906037323695075,0.00019656810295855666,0.001184144054013601,0.0001967262550177801,0.10364004044489383
243,0.01208883890919314,0.21166084301834082,0.0002575178668691845,0.00298666096716804,0.0005818585824085621,0.05047879616963064
341,0.00843407365757661,0.1962390451123326,0.00012579842276797467,0.0009997952538133288,8.781814134416319e-05,0.06242937853107345
606,0.0025302220972729826,0.17462415028914122,2.210024988324262e-06,0.00029406793728670844,0.00013381930365561145,0.17320261437908496
5,0.0032330615687377003,0.0,0.0,1.6035697505115786e-27,5.0487823458630175e-05,0.191699604743083
61,0.0028113578858588698,0.21763290079257258,0.0,0.002988893631236857,0.00021508864714877977,0.19736842105263158
89,0.006325555243182457,0.20152850724474045,0.00017058303404381803,0.001274592724850426,0.0001131594382148423,0.0898989898989899
93,0.0025302220972729826,0.15763003075518367,4.606127275649053e-05,6.19093290565897e-05,0.00012296226524326226,0.08169934640522876
153,0.0026707899915659264,0.1837932059680401,0.0001830528142342705,0.0003583091987719634,0.00027520482618477877,0.13450292397660818
163,0.0032330615687377003,0.17462415028914122,0.00012133967348584093,0.0003010360322718292,9.553360472363267e-05,0.18774703557312253
167,0.0016868147315153219,0.17234118742947313,0.0,0.00015879695418249604,8.519606296775292e-05,0.11363636363636363
168,0.0046387405116671354,0.17468126766926478,7.782813083061151e-05,0.0002408581906268794,0.00011824328109330082,0.1278409090909091
175,0.0028113578858588698,0.1882069077878435,9.360948699485288e-05,0.0007066205785972694,0.00020397898730008682,0.10263157894736842
34,0.003514197357323587,0.176562310933261,0.00015278122374341054,0.0003080201903639749,0.000260688653847685,0.17953020134228187
132,0.00801236997469778,0.18483826004400175,0.00023038689269878326,0.0005313716722781128,0.00017738177851023718,0.10947302383939775
135,0.005903851560303626,0.18553545135688798,0.00014563409698140054,0.0006799548142027116,0.00031002553855235073,0.09291521486643438
171,0.01728985099803205,0.22457970740057281,0.000608825917673566,0.008270410941098757,0.00031340407644990726,0.09472981987991995
183,0.0037953331459094743,0.18379121665282902,0.0,0.0005497801131628002,0.00012070690254376315,0.1168091168091168
216,0.004076468934495361,0.1768881333107758,2.6960831800749484e-05,0.00033535025302412796,0.0001296989039951812,0.12561576354679804
219,0.0025302220972729826,0.17467802811583655,0.0,0.0001417531763546662,0.00014360419800730196,0.10784313725490197
227,0.004498172617374192,0.19203543480710614,7.397703372969116e-05,0.001492516174819682,0.00033204388971413355,0.18484848484848485
228,0.007028394714647174,0.184856540047962,1.7263062987845985e-05,0.0007282042143289618,0.00018316930606201504,0.10752248569092396
236,0.00843407365757661,0.20012600692665605,0.00016420246348676235,0.0013303209629463336,0.00013810446219604452,0.1481586402266289
250,0.003092493674444757,0.17874127836445858,0.0,0.00038046772780888716,0.0003704756229963375,0.19913419913419914
258,0.0026707899915659264,0.17290383466953127,1.002581692411708e-05,0.00014938965402819647,0.0001021856163532881,0.17159763313609466
259,0.018836097835254428,0.2171946205780813,0.0006868344494636043,0.0046873849380224255,0.0004940474346471421,0.06694372683365157
274,0.004076468934495361,0.18334168875475865,0.0,0.0003885993708160326,0.00012403948740393288,0.06280788177339902
285,0.009418048917627214,0.23779363967876951,0.00023800043926989169,0.02219054497226765,0.0003704876932980772,0.09746720940750792
290,0.0290975541186393,0.24589579749983131,0.0007585687261862256,0.032844042210539694,0.0006582816231966973,0.08029847944434015
298,0.0067472589260612875,0.2258881231710297,4.1066334448431734e-05,0.009223433009664711,0.0002600565106352666,0.1351950354609929
301,0.001967950520101209,0.17357014622480896,6.369000996212422e-07,0.00021655029929465162,8.706306072948801e-05,0.13736263736263737
304,0.017570986786617938,0.20156110472798486,0.0003221671694771415,0.0024422490706059417,0.00023834640992262968,0.07978036175710594
317,0.02656733202136632,0.1950920472492399,0.0004780055034769111,0.0019371905349210416,0.00016222083499758264,0.09949295774647887
319,0.030503233061568737,0.18860571158821127,0.0005012558785428752,0.0008101522450246536,0.0001104357957512885,0.04673296060774188
359,0.0009839752600506045,0.1519689449884013,0.0,3.21393813390254e-05,7.211277906089701e-05,0.14285714285714285
362,0.0016868147315153219,0.1825546347001629,5.1677075881553055e-05,0.00037499298867690726,0.00022867685064903147,0.15384615384615385
378,0.002389654202980039,0.18195902141874995,0.0,0.0003164034430898892,8.154289895912817e-05,0.04779411764705882
390,0.0018273826258082652,0.18215399966974657,0.0,0.0003221014187632951,7.654500355274065e-05,0.08974358974358974
391,0.004779308405960078,0.1883851737118588,4.509578450791929e-06,0.0006855827023954269,0.0001775340354606607,0.06327985739750445
392,0.0007028394714647174,0.17074390573070206,0.0,0.00010166239517047511,6.890773173491178e-05,0.3
394,0.0026707899915659264,0.18315239664096478,0.0,0.0004549544953344293,0.00019827780228349855,0.13450292397660818
396,0.0033736294630306437,0.17719989420609178,0.0,0.00044136030837830473,0.0001152064277137535,0.11775362318840579
402,0.007028394714647174,0.19633927393928963,0.0,0.001477148967670678,0.0004945466011707246,0.08163265306122448
405,0.005763283666010683,0.18496629604620926,0.00011975471687516141,0.0006339781228358352,0.0002009935076687256,0.09573170731707317
406,0.00801236997469778,0.21175675820720152,0.0003667932132085572,0.0030982466853256246,0.0001168294309571967,0.09629861982434128
421,0.0014056789429294349,0.17162148443024952,0.0,0.00011205683864921123,6.411804641293473e-05,0.07777777777777778
427,0.003935901040202418,0.19985853030686637,1.2404769158066992e-05,0.0012966132630472277,0.00010539499389883797,0.05291005291005291
431,0.002951925780151813,0.20352673563099682,0.0,0.002021014005965014,0.00016127717870621693,0.09285714285714286
432,0.029519257801518133,0.20809094402393183,0.0008800884810490337,0.002646038523456496,0.00027756394516523035,0.049459816747960066
433,0.0016868147315153219,0.19389277100889504,0.0,0.0011429131643581737,0.00014076088206169222,0.11363636363636363
435,0.0025302220972729826,0.2048197473694927,0.0,0.0021047848702684816,0.0001778316728998161,0.12418300653594772
440,0.0033736294630306437,0.19882745502552576,9.272864441997819e-05,0.0012274706506433756,0.00014712619954442322,0.21350364963503649
447,0.006184987348889514,0.19300706331715295,5.795222859432372e-05,0.0011569883869159275,0.00013310820349363126,0.09883720930232558
538,0.0014056789429294349,0.18109552889543204,0.0,0.0003646180383867221,9.277526256605027e-05,0.24444444444444444
564,0.004498172617374192,0.1783821066655502,1.6063020416782917e-05,0.00029793482217858636,9.865138081018169e-05,0.1346153846153846
566,0.0021085184143941524,0.19824032691330862,0.0,0.001077699228665365,9.288890510597561e-05,0.12857142857142856
579,0.012229406803486083,0.23414467051170834,5.689439328271541e-05,0.013055026437950425,0.0003785419341156827,0.12222519390211287
589,0.0025302220972729826,0.21796268604846528,0.0,0.003465985714744788,0.0002171879444174545,0.11764705882352941
609,0.003092493674444757,0.19315172850013257,0.0,0.0010361075834038715,0.0002632569077904933,0.1277056277056277
613,0.0025302220972729826,0.1749674159594653,9.571696705933435e-05,0.00026732428518946063,0.00020573406349929803,0.11764705882352941
616,0.002389654202980039,0.1748610229379267,3.710488704297462e-07,0.00034456656416989747,9.587823450585155e-05,0.17647058823529413
617,0.0015462468372223785,0.17155063152383335,0.0,0.00016485716610053922,6.442362192162725e-05,0.18181818181818182
619,0.0012651110486364913,0.16360312206218852,0.0,0.00010607624487216223,8.152852778324885e-05,0.125
643,0.011807703120607253,0.18573825256570456,0.000162569487451278,0.0010452754140988986,0.00015477330122582776,0.08637015781922525
656,0.007590666291818949,0.1905773079218469,0.0,0.0010834460320760986,0.0004068861721770797,0.08735150244584207
665,0.014619061006466122,0.2265806296981596,0.0013014001330750404,0.00916596483409972,0.0016523142774243057,0.03613445378151261
668,0.0026707899915659264,0.1784246758968087,1.805314615522925e-06,0.00023174671502493476,7.38610242096484e-05,0.10818713450292397
691,0.00604441945459657,0.21111101250225522,9.394561708970079e-05,0.003731393678055458,0.0001202255976214575,0.132890365448505
694,0.0007028394714647174,0.16021128837722626,0.0,5.02427971905194e-05,9.74299512139645e-05,0.1
700,0.0028113578858588698,0.18018808803756045,0.0,0.00031859580811234095,7.416443354652284e-05,0.10789473684210527
704,0.019398369412426203,0.21646518873132226,0.00029888338431746805,0.005097080664765143,0.0002458988674796404,0.0954574332909784
717,0.0021085184143941524,0.19850017572292972,7.744840777362729e-06,0.001732343404381796,7.852939179717902e-05,0.16666666666666666
730,0.011245431543435479,0.2050772839645584,8.98140955727476e-05,0.002226209592116086,0.0001912794618034088,0.13335445042762115
733,0.00801236997469778,0.20707659720766275,9.874333457424885e-05,0.002377692249388537,0.00025423640052616656,0.14303638644918445
741,0.005341579983131853,0.22147363302259665,0.0,0.007091339647581547,0.00019480863303386367,0.0953058321479374
761,0.011526567332021367,0.23307898306564842,0.0003602963851607558,0.012673523664124144,0.0003741503663766589,0.08165109972883398
765,0.014056789429294348,0.24251281349330878,0.0,0.029457200143796037,0.0004925293030406183,0.09282828282828283
779,0.001967950520101209,0.1741306405559234,0.0,0.00019393903681854167,7.843794865035678e-05,0.17582417582417584
789,0.05594602192859151,0.22325194442460053,0.0023794810267872236,0.006164710818339799,0.00044818183209151155,0.04469316181963207
791,0.007168962608940118,0.16875158260235343,5.235594428310641e-05,0.00014280491543461452,7.64452393416404e-05,0.06313725490196079
798,0.006466123137475401,0.19296721258400534,8.209154816004779e-05,0.0013003660170399737,0.00015970874147398382,0.09516908212560386
802,0.003514197357323587,0.19983716306141744,0.00010992093223721611,0.0011823858635557818,0.00017294929212793202,0.09899328859060402
813,0.04413831880798426,0.20855530317377605,0.0007029500879098834,0.004157311078836071,0.00020718521235985472,0.06722098963952045
820,0.0046387405116671354,0.2033150491863782,3.297890278176524e-05,0.0017909443683396418,9.734905637469717e-05,0.07859848484848485
826,0.038796738824852406,0.21198490555088945,0.0006499518378669654,0.004359097390355504,0.00010550045199416126,0.05820726371830689
863,0.005341579983131853,0.19003425220566977,0.0002819077969376933,0.0011359309189930284,0.0005031261013833063,0.07478632478632478
871,0.01532190047793084,0.20697341431679414,0.000250209782483035,0.005896668121177317,0.0001939990406335625,0.12236215112321307
881,0.002951925780151813,0.21005300130172297,0.0,0.002915583052440182,0.0001571826620384653,0.1
885,0.003514197357323587,0.20100837774975455,1.9389715311618694e-05,0.0012944391439248626,8.356578230972623e-05,0.12
895,0.007871802080404836,0.21538018144782714,8.41019051859086e-06,0.004001354703610906,0.0002414136048174648,0.16027308192457737
897,0.0028113578858588698,0.20251104059533778,6.7776034750001365e-06,0.0017834177565759133,0.0002143057964999314,0.060526315789473685
904,0.024458813606972166,0.22297231357449215,0.0007128975415304845,0.00756379540907488,0.0003154904809515898,0.0828125
906,0.0025302220972729826,0.1939531048241659,0.0,0.001099486722715553,0.0002142838617115259,0.08496732026143791
907,0.005482147877424796,0.20871831887610603,6.067218526908303e-05,0.0031648698054433082,0.00020143902012685402,0.10661268556005399
913,0.004779308405960078,0.20394728911019833,5.595158994126804e-05,0.00272366427167483,0.0001490298111338812,0.10357142857142858
922,0.028113578858588697,0.2018004755406173,0.0010961779714125468,0.0024450907895220823,0.0011102332549468266,0.0817203760494696
932,0.003935901040202418,0.18847258933148148,6.987187131022591e-07,0.000725009299340919,0.00014675114282338645,0.10978835978835978
936,0.0033736294630306437,0.19438659843128892,0.0,0.0011142069404674636,0.00010564745073975372,0.15579710144927536
955,0.003514197357323587,0.18528556119795717,0.0,0.0009432806329274653,0.00011083387963017537,0.07333333333333333
960,0.012229406803486083,0.21360801150733877,0.000143040846488523,0.005021815371010563,0.0003132369734427782,0.08821954484605087
963,0.005763283666010683,0.210988834095702,2.773427299516871e-06,0.0030529762653559783,0.00018324171778045967,0.06219512195121951
966,0.004498172617374192,0.21561169755330298,0.0,0.0036158431943679814,0.0003473542192979211,0.09274193548387097
971,0.01686814731515322,0.2110156812705992,0.0002501447225158702,0.004141108031323694,0.00015946842300158811,0.11654978962131837
972,0.005060444194545965,0.21266574954748546,0.0,0.002638488762892646,0.0002576317933144449,0.1380952380952381
978,0.022490863086870958,0.23771803442642345,0.001026748287535481,0.020540469192018605,0.0006086390750651234,0.08995042102777996
979,0.003092493674444757,0.20905460125600156,0.0,0.002880715819762351,0.00018656669911038635,0.09740259740259741
983,0.0008434073657576609,0.1793670871568138,3.7778710916189636e-07,0.0004346793088370948,6.745170513835722e-05,0.23333333333333334
991,0.002951925780151813,0.2052589019687819,0.0,0.0016679311021196254,0.00014913007269820962,0.11666666666666667
993,0.05889794770874332,0.24489707234785035,0.004353772753102095,0.03197482754884612,0.0012035351707928498,0.07592708988057825
995,0.0025302220972729826,0.18744004446770085,0.0,0.0009601354076025399,8.52434142019669e-05,0.14705882352941177
1007,0.004357604723081248,0.2031398026735235,0.0,0.0019344627399882509,0.00010891329069533516,0.15698924731182795
1014,0.00843407365757661,0.21107215831791185,0.0,0.0038595771375535396,0.0002927748895751095,0.09943502824858758
1022,0.006606691031768344,0.2098312645593812,0.00011220352151219021,0.004910595827177718,0.0002448118022459652,0.18245125348189414
1026,0.02656733202136632,0.26713180105543266,0.0,0.0408602758455409,0.001175321411285121,0.045170550489699424
1032,0.00843407365757661,0.20007245434251728,0.00016436544816389486,0.002646538759683603,0.00018471970275472802,0.10696095076400679
1035,0.010683159966263706,0.23173529688754868,0.00018883897120799162,0.014012907614811403,0.0004058165271260642,0.11425061425061425
1043,0.0067472589260612875,0.18739554911975215,3.72510613257432e-05,0.0009815227787162903,0.00015573827460601628,0.06787932564330079
1055,0.031065504638740513,0.19090766057552525,0.0001984869675817933,0.0018095813547190855,9.474087916136447e-05,0.059635480951205466
1062,0.027129603598538093,0.2069046828309683,0.0006847124360964633,0.0032265031007326266,0.0004041269987992578,0.06825422539013985
1125,0.009418048917627214,0.20792890646809808,0.00031110245392277405,0.0034659008731903586,0.00023764696963117613,0.12040816326530612
1144,0.0036547652516165305,0.1829387721746971,9.226413465741042e-06,0.0004616307794483018,9.500182562764784e-05,0.11882716049382716
1152,0.003092493674444757,0.18531310476287435,0.0,0.0013024700738070076,0.00011696700966124483,0.11471861471861472
1156,0.005341579983131853,0.2091737807402605,0.0003703520061855656,0.0029264734257018893,0.00043176502350049443,0.08903133903133903
1160,0.006325555243182457,0.19184818892486583,2.1255305209060406e-05,0.0011517761132805622,0.00011446487882341682,0.1531850353892821
1167,0.03247118358166995,0.22314533572434403,0.001005385931949678,0.008092163909984124,0.00045793094724974034,0.08112333308219694
1168,0.003092493674444757,0.1918875787593643,3.863947104695564e-06,0.0022798605406497982,8.345707453673999e-05,0.1645021645021645
1218,0.0046387405116671354,0.19162757569274275,0.0,0.0017009555114567503,0.0001957419162465837,0.07859848484848485
1220,0.0018273826258082652,0.18842880917577373,0.0,0.0007870009718225282,0.00011575089983039786,0.23076923076923078
1221,0.012651110486364914,0.18549862598074407,6.237566262931952e-05,0.0006608804815094924,9.263371899632067e-05,0.0603448275862069
1222,0.006325555243182457,0.21621112142103063,0.0,0.0049080669519501055,0.00019521930727441005,0.1484848484848485
1234,0.011245431543435479,0.22257405390509263,8.461883064485933e-05,0.00813582417517039,0.0002771556824641267,0.13819334389857368
